Count,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,Activity
55,835,267,-437,82,213,95,20,216,7
56,861,294,-505,55,197,117,40,220,7
57,922,345,-537,7,177,130,121,220,7
58,923,401,-568,-39,162,129,155,218,7
59,958,456,-580,-49,154,124,209,215,7
60,1014,476,-589,-45,122,123,265,207,7
61,1009,479,-553,-63,68,111,246,194,7
62,950,523,-487,-78,40,89,188,180,7
63,949,551,-433,-59,41,72,179,164,7
64,950,509,-435,-34,32,53,162,145,7
65,940,437,-410,-47,6,40,175,129,7
1,1463,587,-1526,269,-97,-125,1193,246,7
2,1708,504,-1874,227,-157,-157,1585,260,7
3,2400,552,-2225,176,-249,-154,2318,276,7
4,2791,822,-2159,149,-463,-135,2623,322,7
5,3388,1135,-1968,201,-609,-176,3079,390,7
6,3784,1231,-1758,244,-699,-218,3350,466,7
7,3926,1332,-1327,254,-783,-253,3353,545,7
8,3832,1456,-749,323,-875,-255,3167,629,7
9,3417,1318,-345,372,-883,-280,2678,703,7
10,2924,1086,-74,369,-829,-279,2120,752,7
11,2379,841,-87,336,-727,-267,1524,770,7
12,1922,711,0,378,-627,-215,1049,769,7
13,1621,576,92,425,-580,-156,722,762,7
14,1207,404,203,419,-522,-121,288,745,7
15,870,334,210,386,-438,-92,44,714,7
16,831,385,274,401,-360,-80,44,680,7
17,627,406,92,570,-256,-86,247,670,7
18,775,106,125,677,-254,-31,207,681,7
19,613,-56,328,593,-332,89,302,681,7
20,650,304,601,542,-297,162,63,673,7
21,866,565,902,603,-245,226,372,676,7
22,1108,603,1095,655,-270,248,670,690,7
23,620,714,1232,744,-206,106,553,708,7
24,200,520,740,832,263,-19,73,741,7
25,893,411,575,915,744,-100,138,829,7
26,759,80,-87,934,736,-77,231,901,7
27,878,141,-699,662,896,94,131,944,7
28,1352,594,-1038,362,980,257,805,970,7
29,1486,1181,-1411,381,948,309,1365,990,7
30,1804,1267,-1621,451,1002,197,1736,1015,7
31,2046,1230,-1539,548,1065,71,1840,1052,7
32,2149,961,-1993,714,1185,-98,2084,1118,7
33,2633,594,-2501,728,1002,-277,2679,1148,7
34,1904,77,-2927,644,709,-401,2492,1126,7
35,1763,124,-2323,412,469,-398,1918,1049,7
36,1849,32,-1730,179,201,-451,1532,944,7
37,1580,121,-1454,184,133,-506,1150,866,7
38,1805,238,-1016,254,183,-507,1084,812,7
39,1900,372,-573,361,176,-535,1019,783,7
40,2019,363,-156,457,76,-513,1057,764,7
41,1807,229,-173,568,47,-455,829,757,7
42,1622,1,-253,543,22,-387,641,739,7
43,1431,-152,-273,364,-51,-317,464,688,7
44,1151,-82,-177,192,-123,-237,167,616,7
45,964,-34,-149,94,-131,-156,23,537,7
46,893,68,-125,14,-100,-112,95,460,7
47,831,210,-76,6,-67,-98,139,391,7
48,764,191,-100,54,-32,-90,206,335,7
49,735,74,-176,51,7,-71,240,285,7
50,709,28,-237,-18,27,-37,251,238,7
51,711,142,-237,-52,49,1,237,204,7
52,707,230,-246,-10,82,21,216,180,7
53,680,191,-289,18,114,28,236,168,7
54,704,169,-378,1,157,47,183,167,7
55,775,216,-485,-21,187,58,60,173,7
56,843,263,-520,0,171,74,24,175,7
57,872,309,-527,35,157,94,64,177,7
58,850,257,-618,26,168,94,81,180,7
61,986,349,-643,-140,83,108,227,186,7
62,924,417,-572,-151,49,99,163,186,7
63,925,453,-526,-133,50,90,156,183,7
64,930,435,-504,-128,36,77,143,177,7
65,902,428,-481,-133,13,65,154,171,7
1,1492,466,-1840,153,-156,-156,1414,228,7
2,1896,640,-1892,166,-271,-148,1753,252,7
3,2085,648,-1886,296,-397,-147,1885,305,7
4,2247,269,-2259,300,-399,-181,2197,350,7
5,3084,383,-2416,206,-445,-129,2936,381,7
6,3435,732,-2003,198,-657,-67,3043,443,7
7,3542,944,-1491,200,-772,-81,2957,514,7
8,3333,949,-1067,221,-819,-128,2626,583,7
9,3162,876,-781,304,-816,-143,2372,642,7
10,2927,674,-594,298,-812,-135,2061,689,7
11,2709,571,-393,195,-813,-113,1796,720,7
12,2297,554,-40,104,-836,-94,1363,745,7
13,1783,725,292,171,-755,-148,946,753,7
14,1274,635,409,429,-598,-196,481,755,7
15,972,211,473,610,-480,-160,101,762,7
16,820,23,408,596,-431,-76,83,757,7
17,632,220,399,663,-369,-47,220,758,7
18,763,76,290,665,-359,1,180,757,7
19,599,67,381,491,-424,57,286,736,7
20,429,289,535,411,-350,116,255,699,7
21,537,404,648,421,-249,157,66,662,7
22,816,388,668,378,-194,174,123,621,7
23,804,460,834,418,-150,152,246,591,7
24,461,410,847,542,43,83,47,582,7
25,471,616,586,799,418,-17,28,646,7
26,954,365,351,1088,582,-65,80,764,7
27,864,182,-135,936,637,-29,106,837,7
28,1051,472,-897,590,944,67,460,893,7
29,1540,878,-1304,539,1001,165,1200,944,7
30,1513,662,-1604,542,907,211,1302,970,7
31,2092,821,-1564,309,1036,284,1737,999,7
32,1853,1176,-2099,438,1182,238,2036,1056,7
33,3375,1023,-2052,655,1148,85,3080,1109,7
34,2040,504,-2725,494,789,75,2441,1074,7
35,1765,1038,-2539,437,714,-86,2261,1027,7
36,1770,740,-1966,557,350,-299,1746,966,7
37,1615,357,-1519,488,121,-466,1245,910,7
38,1550,371,-1308,488,105,-576,1061,880,7
39,1847,294,-991,529,116,-618,1116,868,7
